1          1926       Septiembre Amauta     General    Texto      Ensayo LiteFalcón, CésHombre     Marañón, AsIndividual 30-31      Madrid     España     Europa                NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Amauta     General    Texto      Crítica de R.P.R      NM         Las exposicIndividual 31         NM         NM         No menciona           NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Amauta     General    Texto      Poesía     Camacho, FaHombre     Noche de laIndividual 31         NM         Perú       América Lat           NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Amauta     General    Texto      Ensayo LiteAnónimo    NA         Mercado de Individual 32         NM         NM         No menciona           NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Amauta     General    Publicidad Revista    NA         NA         NA         Individual 32         Lima       Perú       América Lat           NA         NA         NA         NA                    Renovación Leonidas HuNM                                          
1          1926       Septiembre Amauta     General    Publicidad Revista    NA         NA         NA         Individual 32         Roma       Italia     Europa                NA         NA         NA         NA                    Futurismo  F.T.  MarinPiezza Adri                                 
1          1926       Septiembre Amauta     General    Publicidad Revista    NA         NA         NA         Individual 32         La Plata   Argentina  América Lat           NA         NA         NA         NA                    ValoracioneNM         NM                                          
1          1926       Septiembre Amauta     General    Publicidad Revista    NA         NA         NA         Individual 32         Berlín     Alemania   Europa                NA         NA         NA         NA                    Der Sturm  H. Walden  Potsdamerst                                 
1          1926       Septiembre Amauta     General    Publicidad Bien y/o SeNA         NM         NA         Individual Cubierta PoLima       Perú       América Lat           NA         NA         NA         NA                    Compañía dePropiedad dCalle Jesús                                 
1          1926       Septiembre Amauta     General    Publicidad Bien y/o SeNA         NM         NA         Individual Cubierta PoCallao     Perú       América Lat           NA         NA         NA         NA                    Sociedad deNM         Av. Saenz P                                 
1          1926       Septiembre Amauta     General    Publicidad Bien y/o SeNA                    NA         Individual Cubierta PoLima       Perú       América Lat           NA         NA         NA         NA                    Abogado    Dr. A. GustMantas 171                                  
1          1926       Septiembre Amauta     General    Publicidad Bien y/o SeNA                    NA         Individual Cubierta PoLima       Perú       América Lat           NA         NA         NA         NA                    Abogado    Alejandro FEstudio Cor                                 
1          1926       Septiembre Amauta     General    Publicidad Bien y/o SeNA         NM         NA         Individual Cubierta PoLima       Perú       América Lat           NA         NA         NA         NA                    Cirujía y PDr. Carlos Amargura 97                                 
1          1926       Septiembre Amauta     General    Publicidad Bien y/o SeNA                    NA         Individual Cubierta PoLima       Perú       América Lat           NA         NA         NA         NA                    Médico y CiMarcelino GNegreiros 5                                 
1          1926       Septiembre Amauta     General    Publicidad Bien y/o SeNA         NM         NA         Individual ContracarátLima       Perú       América Lat           NA         NA         NA         NA                    Banco ItaliNM         NM                                          
1          1926       Septiembre Libros y ReInterview dTexto      Ensayo LiteBazán, ArmaHombre     Con Manuel Individual 1          Lima       Perú       América Lat           NA         NA         NA         NA         Bien y/o SeLibrería FrF. y E. RosCalle de la                                 
1          1926       Septiembre Libros y ReInterview dTexto      Poesía     Portal, MagMujer      Círculos viIndividual 1-2        Lima       Perú       América Lat           NA         NA         NA         NA         Bien y/o SeLa EnciclopJ. IglesiasVeracruz 25                                 
1          1926       Septiembre Libros y ReInterview dTexto      Ensayo LiteSor Folie  Mujer      ¿Para qué? Individual 2          NM         Perú       América Lat           NA         NA         NA         NA         Bien y/o SeEl Inca. Li           Plaza San M                                 
1          1926       Septiembre Libros y ReInterview dTexto      Crítica LitOrrego, AntHombre     El libro deIndividual 2-3/6-8    Trujillo   Perú       América Lat           NA         NA         NA         NA         Revista    Amauta. RevJosé CarlosNM                                          
1          1926       Septiembre Libros y ReCrónica de Texto      Crítica LitMariátegui,Hombre     L'agonie duIndividual 3-4        Lima       Perú       América Lat           NA         NA         NA         NA         Libro      El nuevo abMariano IbeSagástegui                       Precio: $1.
1          1926       Septiembre Libros y ReCrónica de Texto      Crítica LitMariátegui,Hombre     El libro deIndividual 4-5        Lima       Perú       América Lat           NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Libros y ReCrónica de Texto      Crítica LitPérez ReinoHombre     El nuevo abIndividual 5          NM         Perú       América Lat           NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Libros y ReCrónica de Texto      Crítica LitBazán, ArmaHombre     Ande de AleIndividual 5-6        NM         Perú       América Lat           NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Libros y ReCrónica de Texto      Crítica LitGuillén, AlHombre     Sigmund FreIndividual 6          Lima       Perú       América Lat           NA         NA         NA         NA         NM         NM         NM         NM                                          
1          1926       Septiembre Libros y ReCrónica de Texto      Crítica Lit Paz SoldánHombre     Tópicos de Individual 6          Lima       Perú       América Lat           NA         NA         NA         NA         NM         NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Publicidad Libro      NA         NA         NA         Individual Cubierta InLima       Perú       América Lat           NA         NA         NA         NA                    El nuevo abMariano IbeSagástegui Lima       Perú       Precio: $1.
2          1926       Octubre    Amauta     General    Publicidad Bien y/o SeNA         NA         NA         Individual Cubierta InLima       Perú       América Lat           NA         NA         NA         NA                    The ideal sLuis. R. ElCa. Jesús NLima       Perú                  
2          1926       Octubre    Amauta     General    Publicidad Bien y/o SeNA         NA         NA         Individual Cubierta InLima       Perú       América Lat           NA         NA         NA         NA                    Banco AlemáNM         Calle de laLima       Perú                  
2          1926       Octubre    Amauta     General    Publicidad Bien y/o SeNA         NA         NA         Individual 1          Lima       Perú       América Lat           NA         NA         NA         NA                    Ford Motor A. C. ShumwEdificio MiLima       Perú                  
2          1926       Octubre    Amauta     General    Publicidad Bien y/o SeNA         NA         NA         Individual 2          Lima       Perú       América Lat           NA         NA         NA         NA                    Estudio GoyNM         Mantas 180 Lima       Perú                  
2          1926       Octubre    Amauta     General    Publicidad Bien y/o SeNA         NA         NA         Individual 2          Lima       Perú       América Lat           NA         NA         NA         NA                    Banco InterNM         NM         Lima       Perú                  
2          1926       Octubre    Amauta     General    Publicidad Libro      NA         NA         NA         Individual 2          Lima       Perú       América Lat           NA         NA         NA         NA                    La Escena CJosé CarlosSagastegui Lima       Perú                  
2          1926       Octubre    Amauta     General    Texto      Poesía     Orrego, AntHombre     El canto deIndividual 3          Trujillo   Perú       América Lat           NA         NA         NA         NA         Libro      NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteShaw, BernaHombre     Bernard ShaAcompañado 4-7        NM         Reino UnidoEuropa     Dibujo     Dibujo de BAnónimo    5          NM         Bien y/o SeNM         NM         NM                                          
2          1926       Octubre    Amauta     General    Imagen     Dibujo     Dibujo de BHombre     Anónimo    Acompañado 5          NM         NM         Europa                idem       idem                             Bien y/o SeNM         NM         NM                                          
2          1926       Octubre    Amauta     General    Publicidad Revista    NA         NA         NA         Individual 7          Lima       Perú       América Lat           NA         NA         NA         NA                    Renovación Leonidas HuNM         Lima       Perú                  
2          1926       Octubre    Amauta     General    Publicidad Revista    NA         NA         NA         Individual 7          Roma       Italia     Europa                NA         NA         NA         NA                    Futurismo  F.T.  MarinPiezza AdriRoma       Italia                
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteValcárcel, Hombre     Detrás de lIndividual 8-9        Cuzco      Perú       América LatNA         NA         NA         NA         NA         Bien y/o SeNM         NM         NM                                          
2          1926       Octubre    Amauta     General    Texto      Poesía     Parra del RHombre     Poema: MarcAcompañado 10         Montevideo Uruguay    América LatDibujo     Dibujo de JVallejo, Cé10                    Bien y/o SeNM         NM         NM                                          
2          1926       Octubre    Amauta     General    Imagen     Dibujo     Vallejo, CéHombre     Juan Parra Acompañado 10         París      Francia    América Lat           idem       idem                             Bien y/o SeNM         NM         NM                                          
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteGarcía, J. Hombre     La música iIndividual 11-12      Cusco      Perú       América LatNA         NA         NA         NA         NA         Libro      NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteHaya de la Hombre     Romain RollAcompañado 12-13      Lima       Perú       América Latmadera     Romain RollEssquerrilo12         Perú       Revista    NM         NM         NM                                          El artículo
2          1926       Octubre    Amauta     General    Imagen     Xilografía EssquerriloHombre     Romain RollAcompañado 12         Lima       Perú       América Lat           idem       idem                             Revista    NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Texto      Poesía     Eguren, JosHombre     Preludio   Individual 13         Lima       Perú       América LatNA         NA         NA         NA         NA         Revista    NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Texto      Poesía     Abril, XaviHombre     La llegada Individual 13         Lima       Perú       América LatNA         NA         NA         NA         NA         NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Poesía     Ruzo, DanieHombre     La carreterIndividual 14-15      Lima       Perú       América LatNA         NA         NA         NA         NA         NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Poesía     Brum, BlancMujer      La noche   Acompañado 16         NM         Uruguay    América Latdibujo     Blanca Luz Vallejo, Cé16         Perú       NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Imagen     Dibujo     Vallejo, CéHombre     Blanca Luz Acompañado 16         Lima       Perú       América LatNA         NA         NA         NA         NA         NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Poesía     Brum, BlancMujer      Lo que soñéAcompañado 16         NM         Uruguay    América Latdibujo     Dibujo sin Matisse, He16         Francia    NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Imagen     Dibujo     Matisse, HeHombre     Dibujo sin Acompañado 16         NM         Francia    Europa                idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteIngenieros,Hombre     Terruño, paIndividual 17-19      Buenos AireArgentina  América LatNA         NA         NA         NA         NA         NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Poesía     Magda PortaMujer      Aguja      Acompañado 20         Lima       Perú       América Latdibujo     Magda PortaPantigoso             Perú       NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Imagen     Dibujo     Pantigoso  Hombre     Magda PortaAcompañado 20         Lima       Perú       América Lat           idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Poesía     Magda PortaMujer      Vidrios de Acompañado 20         Lima       Perú       América Latdibujo     Magda PortaPantigoso             Perú       NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Dibujo     Pantigoso  Hombre     Magda PortaAcompañado 20         Lima       Perú       América Lat           idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de Cano, B. SaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América Latfotografía Pettoruti  Pettoruti, 21         Argentina  Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     Fotografía Pettoruti, Hombre     [FotografíaAcompañado 21         Buenos AireArgentina  América Lat           idem       idem                             Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de Cano, B. SaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América LatAcuarela   Vieja PuertPettoruti, 21         Argentina  Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     Acuarela   Pettoruti, Hombre     Vieja PuertAcompañado 21         Buenos AireArgentina  América Lat           idem       idem                             Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de Cano, B. SaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América LatNA         Mosaico    Pettoruti, 21         Argentina  Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     Mosaico    Pettoruti, Hombre     Mosaico    Acompañado 21         Buenos AireArgentina  América Lat           idem       idem                             Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de Cano, B. SaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América LatCarboncilloDesnudo    Pettoruti, 22         Argentina  Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     CarboncilloPettoruti, Hombre     Desnudo    Acompañado 22         Buenos AireArgentina  América Lat           idem       idem                             Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de Cano, B. SaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América LatMosaico    Meditación Pettoruti, 22         Argentina  Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     Mosaico    Pettoruti, Hombre     Meditación Acompañado 22         Buenos AireArgentina  América Lat           idem       idem                             Bien y/o SeNM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de Cano, B. SaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América LatCarboncilloAutorretratPettoruti, 22         Argentina  NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     CarboncilloPettoruti, Hombre     AutorretratAcompañado 22         Buenos AireArgentina  América Lat           idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de Cano, B. SaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América LatPintura    Retrato de Pettoruti, 23         Argentina  NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     Óleo       Pettoruti, Hombre     Retrato de Acompañado 23         Buenos AireArgentina  América Lat           idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericTexto      Crítica de B. Sanín CaHombre     Emilio PettAcompañado 21-24      Buenos AireArgentina  América LatAcuarela   El Garda   Pettoruti, 23         Argentina  NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     Acuarela   Pettoruti, Hombre     El Garda   Acompañado 23         Buenos AireArgentina  América Lat           idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Poesía     Oquendo de Hombre     Poema del mAcompañado 24         Lima       Perú       América LatPintura    Retrato delPettoruti, 24         Argentina  NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte AmericImagen     Óleo       Pettoruti, Hombre     Retrato delAcompañado 24         Buenos AireArgentina  América Lat           idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte EuropeImagen     Óleo       XI ExposiciNM         XI ExposiciIndividual 24         Venecia    Italia     Europa     Óleo       Jongleries Paladini, V24         Italia     NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte EuropeImagen     Óleo       Paladini, VHombre     Jongleries Individual 24         Venecia    Italia     Europa                idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte EuropeImagen     Óleo       XI ExposiciNM         XI ExposiciIndividual 24         Venecia    Italia     Europa     Óleo       CostrettorePanaggi, Iv24         Italia     NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     Arte EuropeImagen     Óleo       Panaggi, IvHombre     CostrettoreIndividual 24         Venecia    Italia     Europa                idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteVelásquez, Hombre     La nueva edIndividual 25-26      Moquegua   Perú       América LatNA         NA         NA         NA         NA         NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteDelgado, HoHombre     Porque nos Acompañado 27-28      Lima       Perú       América LatDibujo     [Ojos]     Raygada, Ca27         Perú       NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Imagen     Tinta sobreRaygada, CaHombre     [Ojos]     Acompañado 27         Lima       Perú       América Lat           idem       idem                             NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Poesía     Mar, SerafíHombre     Poema: MensIndividual 28         Lima       Perú       América LatNA         NA         NA         NA         NA         NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      Ensayo LiteMariátegui,Hombre     La evolucióIndividual 29-32      Lima       Perú       América LatNA         NA         NA         NA         NA         NM         NM         NM         NM         NM         NM                    
2          1926       Octubre    Amauta     General    Texto      CorrespondeUlloa, AlbeHombre     Mensaje de Individual 32         Lima       Perú       América LatNA         NA         NA         NA         NA         NM         NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Texto      Poesía     Guillén, AlHombre     Poemas III Acompañado 33         Lima       Perú       América Latdibujo     Sin nombre C. Cuadros 33                    NM         NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Imagen     Dibujo     C. Cuadros Hombre     [Paisajes] Acompañado 33         NM         NM         No menciona           idem       idem                             NM         NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Imagen     Ensayo LiteIstrati, PaHombre     Spilca, El Individual 34-36      Bucarest   Rumania    Europa     NA         NA         NA         NA         NA         NM         NM         NM         NM                                          
2          1926       Octubre    Amauta     General    Publicidad Revista    NA         NA         NA         Individual 36         Lima       Perú       NorteaméricNA         NA         NA         NA         NA                    Amauta. RevJosé CarlosSagastegui                                  
2          1926       Octubre    Libros y ReInterview dTexto      Entrevista Cox, CarlosHombre     Con César AIndividual 1-3        Trujillo   Perú       América LatNA         NA         NA         NA         NA         Bien y/o SeNM         NM         NM                                          
2          1926       Octubre    Libros y ReInterview dPublicidad Bien y/o SeNA         NA         NA         Individual 2          Lima       Perú       América Lat                                                                  Librería e NM         Plaza San M                                 
2          1926       Octubre    Libros y ReInterview dTexto      Ensayo LiteWiesse, MarMujer      San FrancisAcompañado 3          Lima       Perú       América Latmadera     [San FranciSabogal, Jo3          Perú       Revista    NM         NM         NM                                          
2          1926       Octubre    Libros y ReInterview dImagen     Xilografía Sabogal, JoHombre     [San FranciAcompañado 3          Lima       Perú       América Lat           idem       idem                             Revista    NM         NM         NM                                          
2          1926       Octubre    Libros y ReInterview dTexto      CorrespondeParedes, ÁnHombre     Los estudioIndividual 3-4        Quito      Ecuador    América LatNA         NA         NA         NA         NA         Revista    NM         NM         NM                                          
2          1926       Octubre    Libros y ReInterview dTexto      CorrespondeMayer de ZuMujer      Los estudioIndividual 3-4        Lima       Perú       América LatNA         NA         NA         NA         NA         Revista    NM         NM         NM                                          
2          1926       Octubre    Libros y ReInterview dPublicidad Revista    NA         NA         NA         Individual 4          La Plata   Argentina  América LatNA         NA         NA         NA         NA                    ValoracioneNM         NM                                          
2          1926       Octubre    Libros y ReInterview dPublicidad Revista    NA         NA         NA         Individual 4          Berlin     Alemania   América LatNA         NA         NA         NA         NA                    Der Sturm  H. Walden. Postdamestr                                 
2          1926       Octubre    Libros y ReCrónica de Texto      Crítica LitCastillo CoHombre     La raza cósIndividual 5          Lima       Perú       América LatNA         NA         NA         NA         NA         Revista    NM         NM         NM                                          
